product_id,name,brand,category,price,original_price,image_url,quantity,status,description,rating,reviews_count,sizes,color,gender,created_at,updated_at
SP2087,"Sabrina 3 ""WNBA 30th""Basketball Shoes",Nike,Sneakers,3770000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/93a1bdf0-4400-4218-bc42-3a93389a4684/SABRINA+3++NRG.png",82,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.8,30,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Varsity Red/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2088,"LeBron XXIII ""Old Glory""Basketball Shoes",Nike,Sneakers,5460000.0,6270000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4c7f7ef9-0f0b-4e1c-96bd-12f0859042e6/LEBRON+XXIII.png",25,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.6,52,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Black/White,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2089,Nike Air Force 1 '07Men's Shoes,Nike,Sneakers,2990000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b596fa86-9e1f-4629-99a0-0f17b8b963d3/AIR+FORCE+1+%2707.png",30,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.5,65,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2090,Nike NEXT% TOUR 3Golf Shoes,Nike,Sneakers,5200000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/fe7260f2-bb22-4523-805e-081dab97937a/NIKE+NEXT%25+TOUR+3+NRG+M26.png",37,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.4,24,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Multi-Color,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2091,Nike Pegasus 1 GGolf Shoes,Nike,Sneakers,4420000.0,5320000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/acba5092-0a6b-469a-8e73-4601f5581eb3/PEGASUS+1+G.png",34,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.4,71,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Multi-Color,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2092,Nike Zoom Vapor 12 PRMMen's Clay Court Tennis Shoes,Nike,Sneakers,4680000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c3d1fa7d-404e-4ea7-8046-ff7bdf1af131/M+ZOOM+VAPOR+12+CLY+PRM.png",73,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.8,48,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Grey Castlerock,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2093,"Nike Air Max 90 ""Hypervenom""Men's Shoes",Nike,Sneakers,3900000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/26e2f0d9-ff3e-40b7-9fc9-17875215b199/AIR+MAX+90.png",83,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.4,5,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Blue/White,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2094,"Nike Air Max 90 ""Mercurial""Men's Shoes",Nike,Sneakers,3900000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/49c3e628-1b11-444b-b05c-546e94ad6bae/AIR+MAX+90+SE.png",117,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.7,64,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Olive/Gum,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2095,"Nike Air Max 90 ""Tiempo""Men's Shoes",Nike,Sneakers,3900000.0,4760000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/08876b1e-0faf-4f60-a45c-2a0e30468fd4/AIR+MAX+90.png",61,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.3,114,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Shadow,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2096,Nike P-6000Men's Shoes,Nike,Sneakers,2990000.0,3560000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/81187654-af4d-4fa5-b032-28bd9a748e71/NIKE+P-6000.png",30,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.5,52,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Shadow,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2097,Nike V5 RNRMen's Shoes,Nike,Sneakers,2470000.0,2990000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/bf331795-0ecd-470e-907e-34648915239c/NIKE+V5+RNR.png",88,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.9,79,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",University Blue,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2098,Nike Zoom Vomero 5Men's Shoes,Nike,Sneakers,4420000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e8f1c07d-a7a9-4154-b57d-265ad3b4b446/NIKE+ZOOM+VOMERO+5.png",93,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.4,88,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",University Blue,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2099,Nike ReactX Rejuven8Men's Shoes,Nike,Sneakers,2210000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/421a11d1-fc4d-4f2e-916d-1b989fce8600/NIKE+REACTX+REJUVEN8.png",104,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.2,45,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2100,Nike Waffle RacerMen's Shoes,Nike,Sneakers,2470000.0,2810000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8d347d96-a486-4f59-8ef2-05b86da7035d/WAFFLE+RACER.png",73,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.7,78,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Black/White,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2101,Nike Air Force 1 Flyknit 2.0Shoes,Nike,Sneakers,3250000.0,3730000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/sysjoe9calqxska4tjot/AIR+FORCE+1+FLYKNIT+2.0.png",22,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.8,47,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Multi-Color,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2102,Nike LD-1000 FlyknitMen's Shoes,Nike,Sneakers,2990000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/68b819bb-aa59-444d-8381-46d3c547173d/LD-1000+FLYKNIT.png",105,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.8,49,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Grey/White,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2103,Nike Air Max UptempoMen's Shoes,Nike,Sneakers,4420000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/838bb763-d693-41a1-8a37-b29a0a6b814a/AIR+MAX+UPTEMPO.png",87,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.7,107,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Grey Castlerock,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2104,Kobe Air Force 1 LowMen's Shoes,Nike,Sneakers,3120000.0,3690000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/473bca07-18c0-4be8-8d95-868f3a8d10af/KOBE+AIR+FORCE+1+LOW.png",83,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.8,117,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Olive/Gum,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2105,Nike Air Force 1 '07 Patent LeatherMen's Shoes,Nike,Sneakers,3250000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/84b3498b-0d9a-44a2-88f7-98740a64cd1f/AIR+FORCE+1+%2707+PRM.png",24,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.5,19,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Grey Castlerock,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2106,Nike AstrograbberMen's Shoes,Nike,Sneakers,3510000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/34223a99-d95f-47bb-a15f-6e9c297ac543/NIKE+ASTROGRABBER+QS.png",90,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.6,20,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Shadow,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2107,Nike Dunk Low RetroMen's Shoes,Nike,Sneakers,3120000.0,3900000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/70584946-7e5c-4e1c-813a-eecbecb01da7/NIKE+DUNK+LOW+RETRO.png",40,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.4,13,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Cream/Sand,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2108,Nike Ava X MeshMen's Shoes,Nike,Sneakers,3250000.0,4120000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/44c3747f-9867-459b-af5a-bccc672d98ba/NIKE+AVA+X.png",50,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.8,145,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Grey/White,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2109,Nike Air Max 95 Big BubbleMen's Shoes,Nike,Sneakers,4940000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8c6547df-d4ac-4b28-8fe6-fe7763053a8b/NIKE+AIR+MAX+95+BIG+BUBBLE.png",28,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.5,89,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Olive/Gum,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2110,Nike Air Force 1 '07 LX VibramMen's Shoes,Nike,Sneakers,3640000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/43dde03e-a557-403f-86b9-6b6302718ae9/AIR+FORCE+1+%2707+LX+VIBRAM.png",21,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.6,63,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Bred,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2111,"Air Jordan 1 High OG ""Khaki""Women's Shoes",Jordan,Sneakers,4810000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0264677b-c726-4a85-9def-a6082a1768ad/WMNS+AIR+JORDAN+1+RETRO+HI+OG.png",114,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.6,142,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",University Blue,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2112,Jordan Trunner FlowMen's Shoes,Jordan,Sneakers,2470000.0,2820000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4cfa9dde-9d54-4a8f-a787-704131eb6aba/JORDAN+TRUNNER+FLOW.png",83,AVAILABLE,"Featuring premium materials and signature Jordan design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.6,5,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Cream/Sand,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2113,Jordan Son of Mars LowMen's Shoe,Jordan,Sneakers,4290000.0,5230000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8ae90543-804b-455e-bdc6-aea319a71dc9/JORDAN+SON+OF+MARS+LOW.png",16,AVAILABLE,"A historic Jordan silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.5,7,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Light Bone,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2114,Jordan TriangleBasketball Shoes,Jordan,Sneakers,3770000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/512a0ab8-0a93-4c6b-a0b8-118a4f6c9acd/JORDAN+TRIANGLE.png",87,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.7,134,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Navy/White,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2115,Jordan Tiempo Maestro Elite SEFirm-Ground Low-Top Soccer Cleats,Jordan,Clothing,7150000.0,9050000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/16efd4f1-0df7-4075-bbd6-ad1f4e02b52a/TIEMPO+MAESTRO+ELITE+FG+SE.png",112,AVAILABLE,"A historic Jordan silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.4,39,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Black/White,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2116,Jordan Tiempo Streetgato SEIndoor/Court Low-Top Soccer Shoes,Jordan,Clothing,3250000.0,4000000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c274d855-ce57-4744-9f46-d4659cfaa020/TIEMPO+STREETGATO+SE.png",81,AVAILABLE,"Crafted with durable uppers and specialized traction, this Jordan release blends legendary sportswear history with contemporary performance.",4.5,33,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Red/White,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2117,Jordan Spizike GGolf Shoes,Jordan,Sneakers,5070000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e010bd2b-843c-4d6e-892d-27fb0c8ae78f/JORDAN+SPIZIKE+G.png",77,AVAILABLE,"A historic Jordan silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.8,94,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Red/White,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2118,Jordan Sixty Plus LowMen's Shoes,Jordan,Sneakers,4160000.0,4710000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5c822c99-09e6-46c1-8356-0ff13f780353/JORDAN+SIXTY+PLUS+LOW.png",58,AVAILABLE,"Crafted with durable uppers and specialized traction, this Jordan release blends legendary sportswear history with contemporary performance.",4.5,131,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",University Blue,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2119,Jordan Legacy 312 Low TDMen's Shoes,Jordan,Sneakers,3510000.0,4030000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5069c52e-3f0e-4a99-b1e1-59da445e7883/JORDAN+LEGACY+312+LOW+TD.png",29,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.5,21,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Shadow,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2120,Air Jordan 1 LowMen's Shoes,Jordan,Sneakers,3120000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d954b919-bc4f-4154-95ce-7d5a32e8a4ee/AIR+JORDAN+1+LOW.png",118,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Jordan sneaker is a great choice for enthusiasts.",4.6,48,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Varsity Red/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2121,Air Jordan MuleGolf Shoes,Jordan,Sneakers,2990000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c1cf2f88-55de-4350-8699-ede463aa67a4/AIR+JORDAN+MULE.png",98,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Jordan sneaker is a great choice for enthusiasts.",4.9,65,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Sail/Navy,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2122,Jordan Trunner O/SMen's Shoes,Jordan,Sneakers,2990000.0,3600000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b80cb74d-decb-46d6-a724-b3b0123727b2/JORDAN+TRUNNER+O%2FS.png",33,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Jordan sneaker is a great choice for enthusiasts.",4.5,90,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Triple Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2123,Jordan Spizike LowWomen's Shoes,Jordan,Sneakers,4290000.0,5170000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c5da086e-1d72-4dd4-bc3c-36a693899a31/WMNS+JORDAN+SPIZIKE+LOW.png",89,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.8,49,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2124,Jordan 1 Mid TDMen's Football Cleat,Jordan,Sneakers,4030000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4feab004-9538-4c94-8632-d8ad69c1a6e5/JORDAN+1+MID+TD.png",112,AVAILABLE,"Crafted with durable uppers and specialized traction, this Jordan release blends legendary sportswear history with contemporary performance.",4.8,7,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Blue/White,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2125,Jordan 1 Low TDMen's Football Cleat,Jordan,Sneakers,3770000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/bd96215e-b60f-47b1-820c-4545dc567b1a/JORDAN+1+LOW+TD.png",27,AVAILABLE,"Crafted with durable uppers and specialized traction, this Jordan release blends legendary sportswear history with contemporary performance.",4.7,133,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Cream/Sand,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2126,Air Jordan 1 Low G SpikedGolf Shoes,Jordan,Sneakers,4550000.0,5620000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c72948fa-c0d9-4cb7-b009-8cf94b1f5fae/AIR+JORDAN+1+LOW+G+SPK.png",35,AVAILABLE,"Crafted with durable uppers and specialized traction, this Jordan release blends legendary sportswear history with contemporary performance.",4.3,73,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Triple Black,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2127,"Luka 5 ""Luka Lifestyle""Basketball Shoes",Nike,Sneakers,3510000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/07b47be3-a57e-41ec-82fa-e20e9a81e3f0/JORDAN+LUKA+5+LIFE.png",50,AVAILABLE,"Crafted with durable uppers and specialized traction, this Nike release blends legendary sportswear history with contemporary performance.",4.6,53,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Varsity Red/Black,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2128,"Jordan Heir Series 2 ""Oh Sheila""Women's Basketball Shoes",Jordan,Sneakers,3120000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c971ed2d-5b91-4c38-aae6-873d9c1c01c8/WMNS+JORDAN+HEIR+SERIES+2+WNBA.png",28,AVAILABLE,"A historic Jordan silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.8,134,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Varsity Red/Black,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
